course_title,course_url,platform,language,duration,difficulty_level,rating_out_of_5
japanese-rare-books-culture-j,https://www.futurelearn.com/courses/safeguarding-in-collaborative-international-research-contexts-challenges-opportunities,FutureLearn,English,4 weeks,Beginner,4.5
japanese-rare-books-sino,https://www.futurelearn.com/courses/safety-by-design,FutureLearn,English,4 weeks,Beginner,4.5
japanese-rare-books-sino-j,https://www.futurelearn.com/courses/sales-advertising-ethics-fashion-industry,FutureLearn,English,4 weeks,Beginner,4.5
journey-to-birth-tcd,https://www.futurelearn.com/courses/salud-de-la-mujer-en-el-postparto,FutureLearn,English,4 weeks,Beginner,4.5
keeping-busy-in-isolation,https://www.futurelearn.com/courses/scarcity-and-resources-in-healthcare,FutureLearn,English,4 weeks,Beginner,4.5
key-concepts-in-edi-identity-and-belonging,https://www.futurelearn.com/courses/school-for-change-agents-2,FutureLearn,English,4 weeks,Beginner,4.5
key-ideas-in-edi-understanding-bias-and-allyship,https://www.futurelearn.com/courses/science-behind-forensic-science,FutureLearn,English,4 weeks,Beginner,4.5
key-ideas-in-mentoring-mathematics-teachers,https://www.futurelearn.com/courses/science-communication-for-researchers,FutureLearn,English,4 weeks,Beginner,4.5
kick-start-your-endurance-training,https://www.futurelearn.com/courses/scientific-revolution,FutureLearn,English,4 weeks,Beginner,4.5
knifeskills,https://www.futurelearn.com/courses/screenwriting,FutureLearn,English,4 weeks,Beginner,4.5
know-your-learners,https://www.futurelearn.com/courses/searching-and-researching,FutureLearn,English,4 weeks,Beginner,4.5
korea-global-context,https://www.futurelearn.com/courses/security-by-design,FutureLearn,English,4 weeks,Beginner,4.5
korean-alphabet-hangeul,https://www.futurelearn.com/courses/seeing-how-the-brain-creates-the-visual-world,FutureLearn,English,4 weeks,Beginner,4.5
korean-language-learning-intermediate,https://www.futurelearn.com/courses/selecting-and-entering-global-markets-et,FutureLearn,English,4 weeks,Beginner,4.5
laboratory-biosafety-introduction-to-risk-assessment-and-managing-biohazards,https://www.futurelearn.com/courses/selecting-and-entering-global-markets-sc,FutureLearn,English,4 weeks,Beginner,4.5
lactation-after-loss-choices-for-bereaved-parents,https://www.futurelearn.com/courses/selecting-healthcare-professionals-designing-and-administering-effective-multiple-mini-interviews-mmis-,FutureLearn,English,8 weeks,Advanced,4.5
lancaster-castle,https://www.futurelearn.com/courses/selenium-automation-testing-for-web-applications,FutureLearn,English,4 weeks,Beginner,4.5
laser-powder-bed-fusion-process-parameters-and-parameter-optimization,https://www.futurelearn.com/courses/self-care-and-wellbeing-a-practical-guide-for-health-and-social-care,FutureLearn,English,4 weeks,Beginner,4.5
laser-safety-awareness,https://www.futurelearn.com/courses/service-science-and-sustainability,FutureLearn,English,4 weeks,Beginner,4.5
law,https://www.futurelearn.com/courses/shakespeare,FutureLearn,English,4 weeks,Beginner,4.5
law,https://www.futurelearn.com/courses/shakespeare-context-and-stagecraft,FutureLearn,English,4 weeks,Beginner,4.5
law,https://www.futurelearn.com/courses/shakespeares-language,FutureLearn,English,4 weeks,Beginner,4.5
law-and-the-framing-of-migrants-and-migration-sc,https://www.futurelearn.com/courses/shaping-our-future-cities-bringing-nature-into-urban-centres,FutureLearn,English,4 weeks,Beginner,4.5
law-conversion,https://www.futurelearn.com/courses/shaping-the-future-through-sustainable-development,FutureLearn,English,4 weeks,Beginner,4.5
law-conversion,https://www.futurelearn.com/courses/shared-resources,FutureLearn,English,4 weeks,Beginner,4.5
law-for-allied-health,https://www.futurelearn.com/courses/short-film-language-teaching,FutureLearn,English,4 weeks,Beginner,4.5
laws-absence-and-laws-failings-sc,https://www.futurelearn.com/courses/skills-for-the-pte-speaking-test,FutureLearn,English,4 weeks,Beginner,4.5
lead-culturally-diverse-workplaces,https://www.futurelearn.com/courses/skills-to-succeed-at-university,FutureLearn,English,4 weeks,Beginner,4.5
leadership,https://www.futurelearn.com/courses/slavery-in-the-british-caribbean,FutureLearn,English,4 weeks,Beginner,4.5
leadership,https://www.futurelearn.com/courses/smart-screening-for-prostate-cancer,FutureLearn,English,4 weeks,Beginner,4.5
leadership-and-career-vision-nano-mba,https://www.futurelearn.com/courses/smart-tourism-responsible-travel,FutureLearn,English,4 weeks,Beginner,4.5
leadership-bronze-award,https://www.futurelearn.com/courses/smart-urban-green-infrastructure,FutureLearn,English,4 weeks,Beginner,4.5
leadership-development-with-action-learning,https://www.futurelearn.com/courses/snow-why-it-matters,FutureLearn,English,4 weeks,Beginner,4.5
leadership-how-to-build-high-performing-teams-and-culture,https://www.futurelearn.com/courses/so-you-want-to-study-life-science,FutureLearn,English,4 weeks,Beginner,4.5
leadership-in-arts-fundraising,https://www.futurelearn.com/courses/social-and-emotional-development-supporting-teenage-wellbeing,FutureLearn,English,4 weeks,Beginner,4.5
leadership-in-business,https://www.futurelearn.com/courses/social-care-covid-19,FutureLearn,English,4 weeks,Beginner,4.5
leadership-in-safeguarding-in-the-international-aid-sector,https://www.futurelearn.com/courses/social-change-marketing,FutureLearn,English,4 weeks,Beginner,4.5
leadership-in-the-financial-industry,https://www.futurelearn.com/courses/social-digital-media-analytics,FutureLearn,English,4 weeks,Beginner,4.5
leadership-styles-how-to-find-your-style-and-adapt-to-others,https://www.futurelearn.com/courses/social-enterprise-business,FutureLearn,English,4 weeks,Beginner,4.5
leadership-tools-for-ethical-problem-solving-nbs,https://www.futurelearn.com/courses/social-enterprise-growing-a-sustainable-business,FutureLearn,English,4 weeks,Beginner,4.5
leadership-training-in-healthcare,https://www.futurelearn.com/courses/social-enterprise-ideas-into-action,FutureLearn,English,4 weeks,Beginner,4.5
leaders-role-impact,https://www.futurelearn.com/courses/social-influence-diversity-conformity-and-conflict,FutureLearn,English,4 weeks,Beginner,4.5
leading-and-building-a-global-community-sc,https://www.futurelearn.com/courses/social-innovation,FutureLearn,English,4 weeks,Beginner,4.5
leading-and-managing-change,https://www.futurelearn.com/courses/social-innovation-global-solutions-for-a-sustainable-future,FutureLearn,English,4 weeks,Beginner,4.5
leading-strategic-innovation,https://www.futurelearn.com/courses/social-innovation-in-rural-areas,FutureLearn,English,4 weeks,Beginner,4.5
leading-through-followership,https://www.futurelearn.com/courses/social-learning-collaboration-in-school,FutureLearn,English,4 weeks,Beginner,4.5
leading-well-for-staff-health-and-wellbeing-in-the-nhs,https://www.futurelearn.com/courses/social-media-analytics,FutureLearn,English,4 weeks,Beginner,4.5
lean-logistics-and-supply-chain-decision-making-et,https://www.futurelearn.com/courses/social-media-in-healthcare,FutureLearn,English,4 weeks,Beginner,4.5
learn-about-current-digital-workplace-trends,https://www.futurelearn.com/courses/social-media-research-plan,FutureLearn,English,4 weeks,Beginner,4.5
learn-about-current-digital-workplace-trends-sc,https://www.futurelearn.com/courses/social-media-strategy-essentials,FutureLearn,English,4 weeks,Beginner,4.5
learn-about-weather,https://www.futurelearn.com/courses/social-model-of-disability,FutureLearn,English,4 weeks,Beginner,4.5
learn-bahasa-melayu-grammatical-rules-in-malay,https://www.futurelearn.com/courses/social-psychology-employee-and-customer-behaviour,FutureLearn,English,4 weeks,Beginner,4.5
learn-bahasa-melayu-introduction-to-the-malay-language,https://www.futurelearn.com/courses/social-psychology-employee-and-customer-behaviour-sc,FutureLearn,English,4 weeks,Beginner,4.5
learn-english-through-tv-drama-series,https://www.futurelearn.com/courses/social-science-for-tackling-antimicrobial-resistance,FutureLearn,English,4 weeks,Beginner,4.5
learner-favourites,https://www.futurelearn.com/courses/society-and-bioeconomy,FutureLearn,English,4 weeks,Beginner,4.5
learn-french-global-communication-level-1,https://www.futurelearn.com/courses/software-development-basics,FutureLearn,English,4 weeks,Beginner,4.5
learn-how-to-bake-with-bbc-good-food,https://www.futurelearn.com/courses/software-development-python-java-introducing-java-sc,FutureLearn,English,4 weeks,Beginner,4.5
learning-and-collaborating,https://www.futurelearn.com/courses/software-development-python-java-prepare-for-a-software-development-career-sc,FutureLearn,English,4 weeks,Beginner,4.5
learning-and-memory,https://www.futurelearn.com/courses/software-development-python-java-understanding-python-sc,FutureLearn,English,4 weeks,Beginner,4.5
learning-braille-through-play-with-lego-braille-bricks,https://www.futurelearn.com/courses/soils,FutureLearn,English,4 weeks,Beginner,4.5
learning-during-and-after-covid-19-adapting-education-programmes-in-culture-and-heritage-settings-in-aotearoa-new-zealand,https://www.futurelearn.com/courses/songwriting,FutureLearn,English,4 weeks,Beginner,4.5
learning-from-the-past,https://www.futurelearn.com/courses/sourdough,FutureLearn,English,4 weeks,Beginner,4.5
learning-guide,https://www.futurelearn.com/courses/spanish-social-innovation-global-solutions-for-a-sustainable-future,FutureLearn,English,4 weeks,Beginner,4.5
learning-network-age,https://www.futurelearn.com/courses/speak-like-thai-people,FutureLearn,English,4 weeks,Beginner,4.5
learning-theory-for-nursing-an-introduction,https://www.futurelearn.com/courses/special-diets-cooking-for-allergies-intolerances-sc,FutureLearn,English,4 weeks,Beginner,4.5
learning-through-play-with-lego-braille-bricks-french,https://www.futurelearn.com/courses/speech-recognition-systems,FutureLearn,English,4 weeks,Beginner,4.5
learning-through-play-with-lego-braille-bricks-spanish,https://www.futurelearn.com/courses/sport-and-exercise-for-brain-health,FutureLearn,English,4 weeks,Beginner,4.5
learn-mandarin-food-and-drink-in-taiwan,https://www.futurelearn.com/courses/sport-for-sustainable-development,FutureLearn,English,4 weeks,Beginner,4.5
learn-mandarin-how-to-express-health-issues-in-chinese,https://www.futurelearn.com/courses/sport-for-sustainable-development-french,FutureLearn,English,4 weeks,Beginner,4.5
learn-mandarin-shopping-and-daily-life-in-taiwan,https://www.futurelearn.com/courses/sport-for-sustainable-development-spanish,FutureLearn,English,4 weeks,Beginner,4.5
learn-spanish-1-basics-meeting-people-describing-places,https://www.futurelearn.com/courses/start-coding-today-an-intro-to-python-programming-for-beginners,FutureLearn,English,4 weeks,Beginner,4.5
learn-spanish-1-basics-meeting-people-describing-places-sc,https://www.futurelearn.com/courses/start-writing-fiction,FutureLearn,English,4 weeks,Beginner,4.5
learn-spanish-2-people-interests,https://www.futurelearn.com/courses/starting-a-business-1,FutureLearn,English,4 weeks,Beginner,4.5
learn-spanish-2-people-interests-sc,https://www.futurelearn.com/courses/starting-a-business-2,FutureLearn,English,4 weeks,Beginner,4.5
learn-spanish-3-time-and-direct-object-pronouns,https://www.futurelearn.com/courses/starting-a-business-3,FutureLearn,English,4 weeks,Beginner,4.5
learn-spanish-4-spanish-prepositions-adverbs-and-tenses,https://www.futurelearn.com/courses/starting-a-business-4,FutureLearn,English,4 weeks,Beginner,4.5
learn-spanish-for-global-communication-level-1,https://www.futurelearn.com/courses/starting-a-business-5,FutureLearn,English,4 weeks,Beginner,4.5
learn-to-code-for-the-web,https://www.futurelearn.com/courses/starting-a-business-6,FutureLearn,English,4 weeks,Beginner,4.5
learn-to-code-for-the-web-sc,https://www.futurelearn.com/courses/starting-korean-beginners,FutureLearn,English,4 weeks,Beginner,4.5
learn-with-lidl,https://www.futurelearn.com/courses/starting-out-in-health-and-social-care-research,FutureLearn,English,4 weeks,Beginner,4.5
Legal skills and debates in Scotland,https://www.futurelearn.com/courses/statistical-analysis-for-health-research,FutureLearn,English,4 weeks,Beginner,4.5
Legal skills and debates in Scotland,https://www.futurelearn.com/courses/strategic-actions-et,FutureLearn,English,4 weeks,Beginner,4.5
les-secrets-de-l-huile-d-olive,https://www.futurelearn.com/courses/strategic-actions-sc,FutureLearn,English,4 weeks,Beginner,4.5
lets-learn-portuguese-language,https://www.futurelearn.com/courses/strategic-business-planning,FutureLearn,English,4 weeks,Beginner,4.5
let-s-learn-portuguese-language-basic-conversation-skills,https://www.futurelearn.com/courses/strategic-choices-et,FutureLearn,English,4 weeks,Beginner,4.5
let-s-learn-thai-language-2,https://www.futurelearn.com/courses/strategic-choices-sc,FutureLearn,English,4 weeks,Beginner,4.5
level-3-safeguarding-adults,https://www.futurelearn.com/courses/strategic-financial-value-creation,FutureLearn,English,4 weeks,Beginner,4.5
lever-des-fonds-pour-ma-startup,https://www.futurelearn.com/courses/stress-and-productivity-in-the-workplace,FutureLearn,English,4 weeks,Beginner,4.5
life-below-water-biodiversity-ecology-human-impacts-and-solutions,https://www.futurelearn.com/courses/string-music-appreciation,FutureLearn,English,4 weeks,Beginner,4.5
life-on-land,https://www.futurelearn.com/courses/students-higher-education,FutureLearn,English,4 weeks,Beginner,4.5
life-on-mars,https://www.futurelearn.com/courses/study-medicine,FutureLearn,English,4 weeks,Beginner,4.5
life-on-mars-earth-and-beyond,https://www.futurelearn.com/courses/study-melbourne,FutureLearn,English,4 weeks,Beginner,4.5
lifestyle-medicine-for-mental-health-services,https://www.futurelearn.com/courses/study-uk-preparing-for-work,FutureLearn,English,4 weeks,Beginner,4.5
lights-camera-computer-action-how-digital-technology-is-transforming-film-tv-and-gaming,https://www.futurelearn.com/courses/succeed-as-a-new-teacher,FutureLearn,English,4 weeks,Beginner,4.5
